SKU,Parent Product SKU,Product Name,Category,Price Type,Unit,Tax-Exclusive Price,Min Price,Max Price,Cost,Supplier Price,Product Tags,Inventory Type,Track Stock Levels,Barcode,Variant Name 1,Variant Value 1,"Gembira Momento_Quantity","Gembira Momento_Warning Stock Level","Gembira Momento_Ideal Stock Level",Supplier,Tax Name,Store Credits,Kitchen Station,Product Id,Online Price,Online Discounted Price,Product Description
"SH0041","","PS Single Shot Glass (15)","Glass","Fixed","","15.00","","","4.00","","","Simple","1","","","","-2.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d90","","",""
"SH0084","","PS Sling Bag (19)","Bag","Fixed","","19.00","","","6.80","","","Simple","1","","","","9.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e47bb1b80007962fbf","","",""
"SH0028","","PS Small Fork (29)","Decoration","Fixed","","29.00","","","8.00","","","Simple","1","","","","6.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962ce7","","",""
"SH0025","","Painted POSTCARD","Postcard","Fixed","","8.00","","","5.20","","","Simple","1","","","","22.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962cc0","","",""
"SHA00038","","Passport Case (188)","Premium Leather","Fixed","","188.00","","","122.20","","","Simple","1","","","","4.00","","","Gembira","","","Do Not Print Kitchen Docket","6a50bf4fee7d7c0007ae8e7e","","",""
"SHA00033","","Pearl Bracelet (89)","Accessories","Fixed","","89.00","","","40.00","","","Simple","1","","","","14.00","","","Gembira","","","Do Not Print Kitchen Docket","6a50b5160cf72300073eab38","","",""
"SHA00032","","Pearl Bracelet (99)","Accessories","Fixed","","99.00","","","55.00","","","Simple","1","","","","24.00","","","Gembira","","","Do Not Print Kitchen Docket","6a50b1fa0cf72300073da7a5","","",""
"SHA00035","","Pearl Chocker (69)","Accessories","Fixed","","69.00","","","30.00","","","Simple","1","","","","32.00","","","Gembira","","","Do Not Print Kitchen Docket","6a50be7d0cf723000741c7ed","","",""
"SHA00031","","Pearl Earing (69)","Accessories","Fixed","","69.00","","","20.00","","","Simple","1","","","","1.00","","","Gembira","","","Do Not Print Kitchen Docket","6a50b1acee7d7c0007aa3727","","",""
"SHA00036","","Pearl Necklace (109)","Accessories","Fixed","","109.00","","","79.00","","","Simple","1","","","","1.00","","","Gembira","","","Do Not Print Kitchen Docket","6a50beadd3875200074064c5","","",""
"SHA00034","","Pearl Necklace (149)","Accessories","Fixed","","149.00","","","79.00","","","Simple","1","","","","18.00","","","Gembira","","","Do Not Print Kitchen Docket","6a50be430cf723000741af05","","",""
"SHA00037","","Pearl Necklace (169)","Accessories","Fixed","","169.00","","","79.00","","","Simple","1","","","","1.00","","","Gembira","","","Do Not Print Kitchen Docket","6a50bed6c340d400078de1f9","","",""
"SHA00020","","Pen","Stationary","Fixed","","3.00","","","0.75","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69e065b0f7c7c100075fbf8f","","",""
"SHA00047","","Pencil Bundle (19)","Stationary","Fixed","","19.00","","","5.50","","","Simple","1","","","","5.00","","","Jeff","","","Do Not Print Kitchen Docket","6a50cd581a8cfa0007d1f554","","",""
"SHA00040","","Pendant Necklace (59)","Accessories","Fixed","","59.00","","","18.00","","","Simple","1","","","","2.00","","","Gembira","","","Do Not Print Kitchen Docket","69f978a641402e0008e0aa34","","",""
"SHA00055","","Petronas Jersey (99)","Attire","Fixed","","99.00","","","39.00","","","","0","","","","","","","Petronas Shop","","","Do Not Print Kitchen Docket","69fdf1e53cdeaa00072257bd","","",""
"SH0023","","Photo POSTCARD (5)","Postcard","Fixed","","5.00","","","0.80","","","Simple","1","","","","9.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962ca6","","",""
"SHA00002","","Plate Rainbow","Decoration","Fixed","","49.00","","","15.00","","","Simple","1","","","","2.00","","","Jeff","","","Do Not Print Kitchen Docket","6a3bb02cdb5bd2000711755f","","",""
"SH0024","","Postcard 3D Photo (12)","Postcard","Fixed","","12.00","","","7.80","","","Simple","1","","","","38.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962cb3","","",""
"SHA00056","","Pouch Anyam (59)","Bag","Fixed","","59.00","","","","","","Simple","1","","","","1.00","","","Gembira","","","Do Not Print Kitchen Docket","6a07271cfa3b8f00088d03df","","",""
"SH0009","","RESIN MAGNET KLCC","FM PS","Fixed","","15.00","","","2.30","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962bf0","","",""
"TF001C","","Rimau Malaya Tiffin 2 Tier","Tiffin Jeiwa","Fixed","","330.00","","","231.00","","","","0","","","","","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","6a016d488de7b3000744c54a","","",""
"SHA00057","","Rinjani Tiffin 3 Tier","Tiffin Jeiwa","Fixed","","390.00","","","273.00","","","","0","","","","","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","6a016db9429d7f0008f1acf0","","",""
"SHA00058","","Rose pillow (109)","Decoration","Fixed","","109.00","","","100.00","","","Simple","1","","","","2.00","","","Rose Pillow (Consignment)","","","Do Not Print Kitchen Docket","6a203ab251c851000732f073","","",""
"SH0082","","SLING BAG (25)","Bag","Fixed","","25.00","","","8.50","","","Simple","1","","","","","","","Jeff","","","","69dc60e47bb1b80007962fa5","","",""
"SH0083","","SLING BAG (29)","Bag","Fixed","","29.00","","","6.80","","","Simple","1","","","","20.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e47bb1b80007962fb2","","",""
"SH0017","","STAMP WOODEN MAGNET","FM GM","Fixed","","12.00","","","6.00","","","Simple","1","","","","3.00","","","Mariari (Outright)","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c58","","",""
"SH0037","","STEEL ASHTRAY","Decoration","Fixed","","39.00","","","8.50","","","Simple","1","","","","9.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d5c","","",""
"SH0100","","STRIP KEYCHAIN","Keychain","Fixed","","20.00","","","6.00","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69df9fee3cbb7d0007c09e15","","",""
"SH0057","","SYRIAN ALPHABET KEYCHAIN","Keychain","Fixed","","15.00","","","7.00","","","Simple","1","","","","161.00","","","Saleem","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962e60","","",""
"SH0058","","SYRIAN ALPHABET KEYCHAIN 2","Keychain","Fixed","","15.00","","","8.00","","","Simple","1","","","","","","","Saleem","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962e6d","","",""
"TF001D","","Senja Nan Merah Tiffin 2 Tier","Tiffin Jeiwa","Fixed","","330.00","","","231.00","","","","0","","","","","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","6a016c8cb812200007299e72","","",""
"SH0052","","TALESOCKS","Socks","Fixed","","60.00","","","39.00","","","Simple","1","","","","27.00","","","Talesocks (Consignment)","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962e1f","","",""
"SH0071","","TIFFIN JEIWA 4 TIER","Tiffin Jeiwa","Fixed","","480.00","","","312.00","","","Simple","1","","","","","","","Tiffin Jeiwa (Consignment)","","","","69dc60e37bb1b80007962f16","","",""
"SH0072","","TIFFIN JEIWA 5 TIER","Tiffin Jeiwa","Fixed","","560.00","","","364.00","","","Simple","1","","","","","","","Tiffin Jeiwa (Consignment)","","","","69dc60e37bb1b80007962f23","","",""
"SH0073","","TIFFIN JEIWA LUNCH BOX","Tiffin Jeiwa","Fixed","","350.00","","","227.50","","","Simple","1","","","","","","","Tiffin Jeiwa (Consignment)","","","","69dc60e37bb1b80007962f30","","",""
"SH0075","","TIFFIN JEIWA MUG (80)","Tiffin Jeiwa","Fixed","","80.00","","","52.00","","","Simple","1","","","","","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962f4a","","",""
"SH0081","","TOTEBAG (49)","Bag","Fixed","","49.00","","","15.50","","","Simple","1","","","","","","","Lucy","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962f98","","",""
"SH0002","","TSHIRT ADULT (BLACK) 3D","Shirt","Fixed","","49.00","","","15.00","","","Simple","1","","","","","","","Lucy","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962b95","","",""
"SH0034","","TWIN TOWERS","Decoration","Fixed","","559.00","","","145.00","","","Simple","1","","","","","","","Jeff","","","","69dc60e27bb1b80007962d35","","",""
"SHA00014","","Tiffin Jeiwa 2 Tier (330)","Tiffin Jeiwa","Fixed","","330.00","","","231.00","","","Simple","1","","","","6.00","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","6a44ab8a9cf979000726a558","","",""
"SH0070","","Tiffin Jeiwa 3 Tier (390)","Tiffin Jeiwa","Fixed","","390.00","","","273.00","","","Simple","1","","","","4.00","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962f09","","",""
"SH0076","","Tiffin Jeiwa Cup (70)","Tiffin Jeiwa","Fixed","","70.00","","","45.50","","","Simple","1","","","","1.00","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962f57","","",""
"SH0077","","Tiffin Jeiwa Kebaya Keychain","Tiffin Jeiwa","Fixed","","89.00","","","57.85","","","Simple","1","","","","37.00","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962f64","","",""
"SH0074","","Tiffin Jeiwa Mug (120)","Tiffin Jeiwa","Fixed","","120.00","","","78.00","","","Simple","1","","","","7.00","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962f3d","","",""
"SHA00015","","Tiffin Jeiwa Mug (90)","Tiffin Jeiwa","Fixed","","90.00","","","63.00","","","Simple","1","","","","27.00","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","69e630fa4504500007974884","","",""
"SH0078","","Tiffin Jeiwa Songket Envelope","Tiffin Jeiwa","Fixed","","49.00","","","31.85","","","Simple","1","","","","54.00","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962f71","","",""
"SHA00045","","Tote Bag (25)","Bag","Fixed","","25.00","","","6.80","","","Simple","1","","","","7.00","","","Lucy","","","Do Not Print Kitchen Docket","6a50c610d2ca240007e542d5","","",""
"SH0079","","Totebag (35)","Bag","Fixed","","35.00","","","8.50","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962f7e","","",""
"SHA00059","","Totebag Batik (39)","Bag","Fixed","","39.00","","","8.50","","","","0","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69f0642b1b7f3700074e9d13","","",""
"SHA00030","","Traditional Attire","MM GM","Fixed","","29.00","","","6.00","","","Simple","1","","","","","","","Traditional Attire (Consignment)","","","Do Not Print Kitchen Docket","6a05c52bbda2200006dff497","","",""
"SHA00030 - China","SHA00030","Traditional Attire(China)","MM GM","Fixed","","19.00","","","6.00","","","Simple","1","","Design","China","37.00","","","Traditional Attire (Consignment)","","","Do Not Print Kitchen Docket","6a05c52bbda2200006dff4ab","","",""
"SHA00030 - India","SHA00030","Traditional Attire(India)","MM GM","Fixed","","19.00","","","6.00","","","Simple","1","","Design","India","6.00","","","Traditional Attire (Consignment)","","","Do Not Print Kitchen Docket","6a05c52bbda2200006dff4ae","","",""
"SHA00030 - MS Sabah","SHA00030","Traditional Attire(Malaysia Sabah)","MM GM","Fixed","","19.00","","","6.00","","","Simple","1","","Design","Malaysia Sabah","7.00","","","Traditional Attire (Consignment)","","","Do Not Print Kitchen Docket","6a05c52bbda2200006dff4a5","","",""
"SHA00030 - MS Sarawak","SHA00030","Traditional Attire(Malaysia Sarawak)","MM GM","Fixed","","19.00","","","6.00","","","Simple","1","","Design","Malaysia Sarawak","6.00","","","Traditional Attire (Consignment)","","","Do Not Print Kitchen Docket","6a05c52bbda2200006dff4a8","","",""
"SHA00030 - Malaysia","SHA00030","Traditional Attire(Malaysia)","MM GM","Fixed","","19.00","","","6.00","","","Simple","1","","Design","Malaysia","80.00","","","Traditional Attire (Consignment)","","","Do Not Print Kitchen Docket","6a05c52bbda2200006dff4a2","","",""
"SH0045","","UMBRELLA","Umbrella","Fixed","","25.00","","","8.50","8.50","","Simple","1","","","","22.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962dc4","","",""
"SH0020","","WOODEN MAGNET COLOURFUL","FM GM","Fixed","","15.00","","","6.50","","","Simple","1","","","","3.00","","","Mariari (Outright)","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c7f","","",""
"SH0011","","WOODEN MAGNET KL","FM PS","Fixed","","15.00","","","1.80","","","Simple","1","","","","38.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c0a","","",""
"SH0010","","WOODEN MAGNET MALAYSIA","FM PS","Fixed","","15.00","","","1.90","","","Simple","1","","","","2.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962bfd","","",""
"SH0026","","WOODEN POSTCARD","Postcard","Fixed","","16.00","","","10.40","","","Simple","1","","","","12.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962ccd","","",""
"SH0018","","WOODEN POSTCARD (CIRCLE)","FM GM","Fixed","","15.00","","","6.50","","","Simple","1","","","","83.00","","","Mariari (Outright)","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c65","","",""
"TF001E","","Zulaikha Tiffin 2 Tier","Tiffin Jeiwa","Fixed","","330.00","","","231.00","","","","0","","","","","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","6a016c530c458a000777dfee","","",""
